#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-01-26T14:36:23 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56a783422747	
#INFO	-out.max=unlimited	
#INFO	queryParameters=48	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/210/1/table1,J/ApJS/210/1/param
#-nav=cat:J/ApJS/210/1&tab:{J/ApJS/210/1/table1}&tab:{J/ApJS/210/1/param}&key:source=J/ApJS/210/1/table1&key:source=J/ApJS/210/1/param&HTTPPRM:&&-ref=VIZ56a783422747&-out.max=unlimited&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=KIC&-joincol={J/ApJS/210/1/table1}.{KIC}&-out=S&-out=numax&-out=e_numax&-out=Dnu&-out=e_Dnu&-out=T(SDSS)&-out=e_T(SDSS)&-out=T(IRFM)&-out=e_T(IRFM)&-out=[Fe/H]&-out=e_[Fe/H]&-out=KICdata&-ignore=KICdata=*&KICdata=KICdata&-out=Simbad&Simbad=Simbad&-out=_RA&-out=_DE&-out=P&-out=Mass&-out=E_Mass&-out=e_Mass&-out=Rad&-out=E_Rad&-out=e_Rad&-out=rho&-out=E_rho&-out=e_rho&-out=log(g)&-out=E_log(g)&-out=e_log(g)&-out=Age&-out=E_Age&-out=e_Age&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/210/1/table1,J/ApJS/210/1/param
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/210/1/table1 J/ApJS/210/1/param
#-order=I
#-out=KIC
#-joincol={J/ApJS/210/1/table1}.{KIC}
#-joincol=KIC
#-out=S
#-out=numax
#-out=e_numax
#-out=Dnu
#-out=e_Dnu
#-out=T(SDSS)
#-out=e_T(SDSS)
#-out=T(IRFM)
#-out=e_T(IRFM)
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=KICdata
#-out=Simbad
#-out=_RA
#-out=_DE
#-out=P
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Rad
#-out=E_Rad
#-out=e_Rad
#-out=rho
#-out=E_rho
#-out=e_rho
#-out=log(g)
#-out=E_log(g)
#-out=e_log(g)
#-out=Age
#-out=E_Age
#-out=e_Age
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/ApJS/210/1/table1,J/ApJS/210/1/param
#
#Table	J_ApJS_210_1_table1_J_ApJS_210_1_param:
#Name: J/ApJS/210/1/table1,J/ApJS/210/1/param
#Title:
#Column	_RAJ20001	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	KIC1	(I8)	Kepler identifier (Cat. V/133) \linkRole{physical parameters} [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S1	(A1)	{\bf S} indicates that this star has spectroscopic Teff and Fe/H values (J/MNRAS/423/122)	[ucd=meta.ref.url]
#Column	numax1	(I4)	[250/3481]? Frequency of maximum oscillations power [NULL integer written as an empty string]	[ucd=em.freq;src.var]
#Column	e_numax1	(I3)	? Uncertainty in numax [NULL integer written as an empty string]	[ucd=stat.error]
#Column	Dnu1	(F5.1)	[17/174] Average large frequency separation	[ucd=em.freq;src.var]
#Column	e_Dnu1	(F4.1)	Uncertainty in Dnu	[ucd=stat.error]
#Column	T(SDSS)1	(I4)	[4814/7149]? SDSS derived effective temperature [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	e_T(SDSS)1	(I3)	? Uncertainty in T(SDSS) [NULL integer written as an empty string]	[ucd=stat.error]
#Column	T(IRFM)1	(I4)	[4801/7066]? IR Flux Method derived effective temperature [NULL integer written as an empty string]	[ucd=phot.flux;em.IR]
#Column	e_T(IRFM)1	(I3)	? Uncertainty in T(IRFM) [NULL integer written as an empty string]	[ucd=stat.error]
#Column	[Fe/H]1	(F5.2)	[-0.2] Field-averaged metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]1	(F5.2)	[0.3] Uncertainty in [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	KICdata1	(a7)	Display the KIC data (V/133)	[ucd=meta.ref.url]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	_RA1	(F10.6)	Positions from the KIC catalog (Cat. V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE1	(F10.6)	Positions from the KIC catalog (Cat. V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
#Column	P2	(A1)	Photometry used: {bf S}DSS or {\bf I}RFM (Infra-Red Flux Method from 2MASS data)	[ucd=meta.note]
#Column	Mass2	(F5.2)	[0.8/2]? Mass	[ucd=phys.mass]
#Column	E_Mass2	(F5.2)	? Upper uncertainty in Mass	[ucd=stat.error;stat.max]
#Column	e_Mass2	(F5.2)	? Lower uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Rad2	(F5.2)	[0.8/5]? Radius	[ucd=phys.size.radius]
#Column	E_Rad2	(F5.2)	? Upper uncertainty in Rad	[ucd=stat.error;stat.max]
#Column	e_Rad2	(F5.2)	? Lower uncertainty in Rad	[ucd=stat.error]
#Column	rho2	(F7.4)	[0.01/1.7]? Density relative to {rho}_{sun}_	[ucd=phys.density]
#Column	E_rho2	(F7.4)	? Upper uncertainty in rho	[ucd=stat.error;stat.max]
#Column	e_rho2	(F7.4)	? Lower uncertainty in rho	[ucd=stat.error]
#Column	log(g)2	(F6.3)	[3.3/4.6]? Log of surface gravity	[ucd=phys.gravity]
#Column	E_log(g)2	(F6.3)	? Upper uncertainty in log(g)	[ucd=stat.error;stat.max]
#Column	e_log(g)2	(F6.3)	? Lower uncertainty in log(g)	[ucd=stat.error]
#Column	Age2	(F4.1)	[0.3/14]? Age	[ucd=time.age]
#Column	E_Age2	(F4.1)	? Upper uncertainty in Age	[ucd=stat.error;stat.max]
#Column	e_Age2	(F4.1)	? Lower uncertainty in Age	[ucd=stat.error;time.age]
_DEJ2000|_RAJ2000|KIC|S|numax|e_numax|Dnu|e_Dnu|T(SDSS)|e_T(SDSS)|T(IRFM)|e_T(IRFM)|[Fe/H]|e_[Fe/H]|KICdata|Simbad|_RA|_DE|P|Mass|E_Mass|e_Mass|Rad|E_Rad|e_Rad|rho|E_rho|e_rho|log(g)|E_log(g)|e_log(g)|Age|E_Age|e_Age
deg|deg| | |uHz|uHz|uHz|uHz|K|K|K|K|[-]|[-]| | |deg|deg| |Msun|Msun|Msun|Rsun|Rsun|Rsun|[Sun]|[Sun]|[Sun]|[cm/s2]|[cm/s2]|[cm/s2]|Gyr|Gyr|Gyr
----------|----------|--------|-|----|---|-----|----|----|---|----|---|-----|-----|-------|------|----------|----------|-|-----|-----|-----|-----|-----|-----|-------|-------|-------|------|------|------|----|----|----
+37.089359|290.888430| 1430163|S|1867| 92| 84.6| 2.0|6796| 78|6806|177|-0.20| 0.30|KICdata|Simbad|290.888430|+37.089359|S| 1.38| 0.14| 0.10| 1.49| 0.05| 0.05| 0.4195| 0.0189| 0.0181| 4.234| 0.014| 0.015| 1.3| 0.6| 0.7
+37.059811|292.082700| 1435467|S|1295| 52| 70.8| 0.8|6433| 86|6521|164|-0.20| 0.30|KICdata|Simbad|292.082700|+37.059811|S| 1.16| 0.20| 0.06| 1.63| 0.08| 0.05| 0.2732| 0.0073| 0.0071| 4.088| 0.019| 0.014| 4.7| 0.7| 1.7
+37.275181|292.416530| 1725815| |1045| 47| 55.4| 1.3|6550| 82|6532|165|-0.20| 0.30|KICdata|Simbad|292.416530|+37.275181|S| 1.43| 0.15| 0.11| 2.02| 0.08| 0.08| 0.1732| 0.0077| 0.0074| 3.982| 0.014| 0.014| 3.1| 0.7| 0.8
+37.459011|290.505650| 2010607| | 675| 86| 42.5| 1.7|6361| 71|6796|175|-0.20| 0.30|KICdata|Simbad|290.505650|+37.459011|S| 1.37| 0.15| 0.14| 2.42| 0.12| 0.11| 0.0972| 0.0079| 0.0075| 3.809| 0.025| 0.025| 3.8| 0.8| 0.8
+37.624481|292.901490| 2309595| | 643| 20| 39.3| 2.2|5238| 65|5315|112|-0.20| 0.30|KICdata|Simbad|292.901490|+37.624481|S| 1.14| 0.19| 0.22| 2.40| 0.19| 0.23| 0.0828| 0.0078| 0.0067| 3.734| 0.013| 0.013| 6.0| 4.5| 1.5
+37.716461|293.073550| 2450729| |1053| 68| 61.9| 0.6|6029| 59|6093|152|-0.20| 0.30|KICdata|Simbad|293.073550|+37.716461|S| 1.11| 0.12| 0.13| 1.76| 0.07| 0.07| 0.2017| 0.0054| 0.0052| 3.988| 0.017| 0.017| 6.2| 1.8| 1.2
+38.082199|287.548460| 2837475|S|1630| 54| 75.1| 1.3|6688| 57|6715|174|-0.20| 0.30|KICdata|Simbad|287.548460|+38.082199|S| 1.42| 0.14| 0.10| 1.63| 0.06| 0.05| 0.3286| 0.0107| 0.0107| 4.168| 0.012| 0.012| 1.9| 0.4| 0.7
+38.085678|290.730650| 2849125| | 728| 27| 41.4| 1.8|6158| 56|6421|154|-0.20| 0.30|KICdata|Simbad|290.730650|+38.085678|S| 1.38| 0.29| 0.12| 2.42| 0.18| 0.10| 0.0975| 0.0061| 0.0058| 3.814| 0.016| 0.016| 4.0| 0.7| 1.6
+38.043510|291.525850| 2852862| |1030| 38| 53.8| 0.7|6417| 58|6572|172|-0.20| 0.30|KICdata|Simbad|291.525850|+38.043510|S| 1.49| 0.13| 0.15| 2.10| 0.07| 0.08| 0.1609| 0.0043| 0.0042| 3.965| 0.012| 0.013| 3.0| 0.7| 0.7
+38.087521|294.233760| 2865774| |1252| 90| 62.7| 2.7|6074| 63|6187|153|-0.20| 0.30|KICdata|Simbad|294.233760|+38.087521|S| 1.28| 0.11| 0.21| 1.79| 0.08| 0.11| 0.2202| 0.0165| 0.0161| 4.030| 0.022| 0.025| 4.5| 2.0| 0.8
+38.113190|291.824890| 2991448| |1111| 56| 61.1| 1.6|5836| 70|5749|143|-0.20| 0.30|KICdata|Simbad|291.824890|+38.113190|S| 1.10| 0.15| 0.13| 1.77| 0.10| 0.08| 0.1992| 0.0104| 0.0097| 3.984| 0.020| 0.017| 7.1| 2.0| 1.5
+38.107300|293.291440| 2998253| |    |   | 89.0| 3.6|6333| 54|6538|167|-0.20| 0.30|KICdata|Simbad|293.291440|+38.107300|S| 1.20| 0.13| 0.16| 1.40| 0.07| 0.07| 0.4309| 0.0361| 0.0341| 4.219| 0.026| 0.028| 3.2| 2.1| 1.3
+38.286911|290.342930| 3112152| |1219| 67| 63.9| 1.9|6282| 59|6591|169|-0.20| 0.30|KICdata|Simbad|290.342930|+38.286911|S| 1.31| 0.12| 0.14| 1.80| 0.07| 0.08| 0.2245| 0.0119| 0.0117| 4.042| 0.017| 0.018| 3.9| 1.1| 0.8
+38.242142|290.538060| 3112889| | 876|135| 53.3| 2.2|6433| 65|6383|155|-0.20| 0.30|KICdata|Simbad|290.538060|+38.242142|S| 1.30| 0.18| 0.12| 2.05| 0.11| 0.10| 0.1539| 0.0128| 0.0123| 3.936| 0.027| 0.025| 4.3| 0.8| 1.3
+38.213921|291.117000| 3115178| | 431|  9| 28.3| 0.5|5046| 85|5003|112|-0.20| 0.30|KICdata|Simbad|291.117000|+38.213921|S| 1.16| 0.12| 0.12| 2.98| 0.13| 0.14| 0.0437| 0.0018| 0.0017| 3.552| 0.010| 0.010| 5.9| 2.3| 1.1
+38.215740|292.968200| 3123191| |    |   | 89.8| 2.2|6568| 93|6524|171|-0.20| 0.30|KICdata|Simbad|292.968200|+38.215740|S| 1.30| 0.11| 0.17| 1.42| 0.05| 0.06| 0.4505| 0.0234| 0.0221| 4.243| 0.020| 0.022| 1.9| 1.7| 1.0
+38.395519|287.962710| 3223000| |    |   |115.5| 4.0|6198| 47|6292|178|-0.20| 0.30|KICdata|Simbad|287.962710|+38.395519|S| 1.08| 0.13| 0.14| 1.14| 0.05| 0.05| 0.7244| 0.0511| 0.0511| 4.354| 0.025| 0.026| 3.3| 2.8| 2.2
+38.343830|291.776860| 3236382| |1659| 95| 74.8| 1.2|6831| 58|6847|197|-0.20| 0.30|KICdata|Simbad|291.776860|+38.343830|S| 1.44| 0.16| 0.11| 1.64| 0.06| 0.05| 0.3254| 0.0114| 0.0112| 4.165| 0.014| 0.013| 1.9| 0.5| 0.9
+38.341740|293.085170| 3241581| |    |   |122.9| 1.6|5770| 81|5779|134|-0.20| 0.30|KICdata|Simbad|293.085170|+38.341740|S| 0.89| 0.15| 0.10| 1.03| 0.06| 0.04| 0.8130| 0.0228| 0.0228| 4.362| 0.023| 0.018|10.5| 4.5| 5.5
+38.481339|287.613920| 3329196| | 435| 10| 29.6| 0.5|5161| 65|5131|125|-0.20| 0.30|KICdata|Simbad|287.613920|+38.481339|S| 1.07| 0.12| 0.11| 2.83| 0.13| 0.13| 0.0471| 0.0018| 0.0018| 3.563| 0.010| 0.011| 6.7| 2.7| 1.4
+38.492329|292.107850| 3344897| | 874| 56| 46.5| 0.8|6630| 83|6650|167|-0.20| 0.30|KICdata|Simbad|292.107850|+38.492329|S| 1.55| 0.16| 0.18| 2.34| 0.08| 0.10| 0.1217| 0.0043| 0.0044| 3.890| 0.017| 0.016| 2.6| 1.0| 0.7
